,Date,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight
177475,2023-12-18,EG00F9,EGS33321C018,DICE SPORT & CASUAL WEAR,EG,EGP,40204020.0,1.0,0.6712,34695258.0,3.112385632108898e-05
176686,2023-12-18,MY903W,MYL2127OO008,COMFORT GLOVES,MY,MYR,20102015.0,1.0,0.8211,54555413.0,3.06111292200482e-05
176701,2023-12-18,MY17KC,MYL9954OO008,RGT,MY,MYR,50203015.0,1.0,0.6827,36609518.0,3.0452543782555157e-05
177099,2023-12-18,TR903W,TREITFK00018,LORAS HOLDING,TR,TRY,40401010.0,1.0,0.8991,39208125.0,3.026587435249397e-05
177114,2023-12-18,TR012N,TREIHYA00015,IHLAS YAYIN HOLDING,TR,TRY,40301030.0,1.0,0.7604,35208611.0,3.0259888222281847e-05
175030,2023-12-18,EG2073,EGS44012C010,MARIDIVE & OIL SERVICES,EG,USD,60101015.0,1.0,0.519,31728155.0,2.9780181617512455e-05
176699,2023-12-18,MY606W,MYL9261OO008,GADANG HOLDINGS,MY,MYR,50101010.0,1.0,0.7549,38053792.0,2.9685301019564707e-05
177134,2023-12-18,TR00H1,TREKRON00014,KRON TEKNOLOJI,TR,TRY,15102015.0,1.0,0.6556,27427116.0,2.9142975907567448e-05
175461,2023-12-18,PL11EQ,PLARTFX00011,ARTIFEX MUNDI,PL,PLN,40203045.0,1.0,0.6007,30678143.0,2.90943645274983e-05
177125,2023-12-18,TR11RD,TREKFIN00037,KAFEIN YAZILIM HIZMETLERI,TR,TRY,10101015.0,1.0,0.7499,30631470.0,2.898509190919181e-05
176715,2023-12-18,MY211O,MYL4235OO007,LION INDUSTRIES CORPORATION,MY,MYR,55102010.0,1.0,0.586,29127820.0,2.882788175933564e-05
177137,2023-12-18,ET022,TRAVANET91A5,METRO TICARI MALI YATIRIMLAR,TR,TRY,50203000.0,1.0,0.6022,25514803.0,2.812283973655393e-05
177093,2023-12-18,TR00I2,TRERTAL00018,RTA LAB BIYOLOJIK,TR,TRY,20102010.0,1.0,0.8045,40974223.0,2.7576106510513366e-05
177478,2023-12-18,EG20SO,EGS3C161C014,LECICO EGYPT,EG,EGP,50101035.0,1.0,0.6607,30362342.0,2.711229379039582e-05
177106,2023-12-18,TR307U,TREGMAT00027,GIMAT MAGAZACILIK SANAYI VE TICARET,TR,TRY,35101010.0,1.0,1.0,37738021.0,2.6645063724854495e-05
177126,2023-12-18,TR804W,TREFLAP00011,FLAP KONGRE,TR,TRY,40501015.0,1.0,0.7854,30381152.0,2.5777773225954735e-05
177476,2023-12-18,EG9047,EGS72AQ1C016,ARAB FOR ASTMGMT.&. DEV.,EG,EGP,35101010.0,1.0,0.7608,33252739.0,2.4718682991913713e-05
177133,2023-12-18,TR00WG,TRABROVA91S5,YESIL YAPI,TR,TRY,50101010.0,1.0,0.7544,27560910.0,2.452128871864267e-05
177483,2023-12-18,EG20OK,EGS32221C011,ARAB COTTON GINNING,EG,EGP,55101020.0,1.0,0.4262,23120852.0,2.3830586596994656e-05
177132,2023-12-18,TR00O8,TRAPENGD91A8,PENGUEN GIDA SANAYI,TR,TRY,45102020.0,1.0,0.7774,27996687.0,2.377990226765868e-05
176712,2023-12-18,MY50VK,MYL5095OO004,HEVEABOARD,MY,MYR,55101010.0,1.0,0.741,30321146.0,2.373174132988769e-05
175460,2023-12-18,PL90I1,PLPILAB00012,DATAWALK,PL,PLN,10101015.0,1.0,0.7711,31590013.0,2.3069066008329603e-05
176691,2023-12-18,MY24KA,MYQ0163OO004,CAREPLUS GROUP,MY,MYR,20102015.0,1.0,0.7882,45675202.0,2.1800098201727537e-05
177480,2023-12-18,EG5021,EGS694A1C018,ARAB DEVELOPERS HOLDING,EG,EGP,35101010.0,1.0,0.6506,28040788.0,2.162948558529341e-05
177128,2023-12-18,TR011M,TREAVOD00018,AVOD GIDA TAR,TR,TRY,45102020.0,1.0,1.0,30197448.0,2.0149314294006073e-05
177489,2023-12-18,EG1072,EGS74191C015,RAYA CONTACT CENTER,EG,EGP,50205020.0,1.0,0.4372,15454476.0,2.0146996306733826e-05
176708,2023-12-18,MY00XH,MYQ0083OO004,NOTION VTEC,MY,MYR,50203000.0,1.0,0.8616,32594580.0,1.9714466440042255e-05
177488,2023-12-18,EG00IC,EGS65341C017,EGYPTIANS HOUSING DEV.,EG,EGP,35101010.0,1.0,0.5834,19654396.0,1.8556792616296205e-05
177139,2023-12-18,TR12D0,TRAAKSUE91L2,AKSU ENERJI VE TICARET,TR,TRY,65101010.0,1.0,0.8776,23141724.0,1.781831518940537e-05
177487,2023-12-18,EG00LF,EGS73BR1C013,SPEED MEDICAL E,EG,EGP,20101025.0,1.0,0.7481,20018821.0,1.2863852506419577e-05
